09092020163717,5,0.4,0.6,0.5,0.5,256,64,0,yes,0.010101009160280228,8.017235501752795e-18,0.010101009160280228,8.818177531685334e-19,1.0,1.0,0.4678245782852173,2.2804581641566908e-14,0.4678245782852173,1.444770206791325e-14,1.0,1.25,0.8333333333333334,1.5,0.6666666666666667
09092020164405,5,0.4,0.6,0.5,0.5,256,64,0,yes,0.010101010091602802,1.4179478775186022e-17,0.010101010091602802,8.843688815752235e-19,1.0,1.0,0.0029769232496619225,4.984972942277851e-19,0.002976923482492566,4.974574764990176e-19,0.9999999217881665,1.25,0.8333333333333334,1.5,0.6666666666666667
09092020165232,5,0.02,0.98,0.5,0.5,256,64,0,yes,0.007462686393409967,0.0,0.007462686859071255,5.462392640522019e-18,0.9999999376013899,1.0,0.01962810382246971,0.0,0.01962810382246971,3.495931207216031e-18,1.0,25.0,0.5102040816326531,49.0,0.020408163265306124
10092020150400,5,0.02,0.98,0.5,0.5,256,64,0,yes,0.1320384293794632,2.1939101202406164e-07,0.0016231992049142718,5.9375196315158973e-08,81.344562626518,80.4119873046875,136.76522827148438,0.23537392914295197,1.6813076734542847,0.06370239704847336,81.34455723413022,25.0,0.5102040816326531,49.0,0.020408163265306124
10092020152146,5,0.02,0.98,0.5,0.5,256,64,0,yes,0.007462686393409967,nan,0.007462686393409967,5.462079139069861e-18,1.0,1.0,2.427741289138794,nan,2.427741289138794,2.290962016447684e-13,1.0,25.0,0.5102040816326531,49.0,0.020408163265306124
10092020170939,5,0.4,0.6,0.5,0.5,64,64,0,yes,0.02857143059372902,0.0,0.02857143059372902,3.6735322614051474e-18,1.0,1.0,2.298798084259033,0.0,2.298798084259033,0.0,1.0,1.25,0.8333333333333334,1.5,0.6666666666666667
10092020171146,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,0.0,0.10000000149011612,6.34413185289139e-17,1.0,1.0,2.1435470581054688,0.0,2.1435470581054688,0.0,1.0,2.5,0.625,4.0,0.25
10092020171424,5,0.2,0.8,0.5,0.5,64,64,1,yes,0.10000000149011612,0.0,0.10000000149011612,6.34413185289139e-17,1.0,1.0,0.6594840288162231,0.0,0.6594840288162231,4.06024438585049e-15,1.0,2.5,0.625,4.0,0.25
10092020172147,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,nan,0.10000000149011612,6.245004513516506e-17,1.0,1.0,2.245382308959961,nan,2.245382308959961,0.0,1.0,2.5,0.625,4.0,0.25
10092020172511,5,0.2,0.8,0.5,0.5,64,64,1,yes,0.10000000894069672,0.0,0.10000000894069672,6.476300756398583e-17,1.0,1.0,1.6735765933990479,0.0,1.6735765933990479,0.0,1.0,2.5,0.625,4.0,0.25
20092020123553,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,nan,0.10000000149011612,6.245004513516506e-17,1.0,1.0,0.700741708278656,nan,0.7007416486740112,0.0,1.0000000850593722,2.5,0.625,4.0,0.25
20092020123856,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.015625,0.0,0.10000000149011612,6.167905986470643e-17,0.1562499976716936,0.9633151888847351,1.57328462600708,1.5502751060420157e-14,1.57328462600708,1.5789839325364846e-14,1.0,2.5,0.625,4.0,0.25
20092020123958,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,nan,0.10000000149011612,6.245004513516506e-17,1.0,1.0,0.8145000338554382,nan,0.814500093460083,3.9968028886505635e-15,0.9999999268205796,2.5,0.625,4.0,0.25
20092020124953,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,nan,0.10000000149011612,6.245004513516506e-17,1.0,1.0,0.18129074573516846,nan,0.18129074573516846,0.0,1.0,2.5,0.625,4.0,0.25
20092020164431,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,0.0,0.10000000149011612,6.34413185289139e-17,1.0,1.0,1.0772671699523926,0.0,1.0772671699523926,0.0,1.0,2.5,0.625,4.0,0.25
20092020172232,5,0.2,0.8,0.5,0.5,64,64,0,yes,0.10000000149011612,0.0,0.10000000149011612,6.34413185289139e-17,1.0,1.0,0.7647853493690491,0.0,0.7647853493690491,0.0,1.0,2.5,0.625,4.0,0.25
20092020172359,5,0.2,0.8,0.8,0.19999999999999996,64,64,0,yes,0.015625,0.0,0.015625,0.0,1.0,1.0,0.4377842843532562,3.825999541869681e-15,0.43778425455093384,3.6252180050195745e-15,1.0000000680753638,4.0,0.24999999999999994,16.000000000000004,0.062499999999999986
21092020125409,5,0.2,0.8,0.8,0.19999999999999996,64,64,1,yes,0.015625,0.0,0.015624999068677425,0.0,1.0000000596046483,1.0,0.5372642874717712,0.0,0.5372642874717712,3.256654318504852e-14,1.0,4.0,0.24999999999999994,16.000000000000004,0.062499999999999986
21092020140020,5,0.2,0.8,0.8,0.19999999999999996,64,64,0,yes,0.015625,0.0,0.015625,0.0,1.0,1.0,0.45602092146873474,0.0,0.45602089166641235,9.04936543045078e-16,1.000000065352976,4.0,0.24999999999999994,16.000000000000004,0.062499999999999986
21092020140400,5,0.2,0.8,0.8,0.19999999999999996,64,64,0,yes,0.016122043132781982,1.8040646310168995e-08,0.015553994104266167,7.042943561685888e-09,1.0365211034997122,1.039735198020935,0.426969051361084,1.2653319572564214e-05,0.4119251072406769,4.939754489896586e-06,1.0365210662228883,4.0,0.24999999999999994,16.000000000000004,0.062499999999999986
21092020140502,5,0.2,0.8,0.8,0.19999999999999996,64,64,0,yes,0.01562509685754776,7.434078364597157e-16,0.015624978579580784,1.9983333640521462e-16,1.000007569800264,1.0000078678131104,0.3780149221420288,4.394060798811744e-13,0.378012090921402,1.1260709433056487e-13,1.0000074897620865,4.0,0.24999999999999994,16.000000000000004,0.062499999999999986
21092020141117,5,0.2,0.8,0.8,0.19999999999999996,64,64,0,yes,0.02532912977039814,2.291234068252379e-06,0.013610935769975185,8.007337726212427e-08,1.8609396296081646,1.7522424459457397,0.9825078845024109,0.0034474742133170366,0.5279632210731506,0.00012048117787344381,1.8609400149225204,4.0,0.24999999999999994,16.000000000000004,0.062499999999999986
21092020145805,8,0.4,0.6,0.5,0.5,64,64,0,yes,0.028571482747793198,1.823148159134022e-13,0.02857138402760029,2.7639156019226493e-14,1.0000034552121386,1.0000113248825073,0.8995685577392578,1.8058229911410706e-10,0.8995654582977295,2.7426751841863606e-11,1.0000034454874849,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020150128,8,0.4,0.6,0.5,0.5,64,64,0,yes,0.02857098914682865,4.6421417057573855e-14,0.02857184410095215,2.095413279739125e-13,0.9999700770408632,0.9999666213989258,1.1842783689498901,8.000355933290848e-11,1.1843136548995972,3.6051517326995963e-10,0.9999702055704913,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020151622,8,0.4,0.6,0.5,0.5,64,64,0,yes,0.028571095317602158,5.627442956068762e-15,0.02857164852321148,1.1874875913045046e-14,0.9999806379527288,0.9999801516532898,1.0731840133666992,7.912166581636182e-12,1.073204755783081,1.6820678530593547e-11,0.999980672452046,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020161637,8,0.4,0.6,0.5,0.5,64,64,0,yes,0.02857143059372902,0.0,0.02857143059372902,0.0,1.0,1.0,0.3152870237827301,9.621933233015085e-16,0.3152870237827301,3.721890722322655e-15,1.0,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020161831,8,0.4,0.6,0.5,0.5,64,64,0,yes,0.02857144922018051,8.860433805123422e-17,0.028571419417858124,3.5214885238840204e-17,1.0000010430816177,1.0000015497207642,1.001590609550476,1.0712798378421928e-13,1.0015894174575806,2.2737367883136385e-14,1.000001190201169,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020162038,5,0.4,0.6,0.5,0.5,64,64,0,yes,0.02855846844613552,3.1851214998823707e-09,0.028578191995620728,8.218065811194109e-11,0.9993098391427901,0.9995478987693787,0.6556318402290344,1.6786437981863855e-06,0.6560846567153931,4.3311526809475254e-08,0.9993098200335524,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020163211,5,0.4,0.6,0.5,0.5,64,64,0,yes,0.028572136536240578,4.923785581730303e-14,0.028570955619215965,6.466199374988851e-14,1.0000413327800566,1.000045657157898,0.9775063991546631,5.779417916462748e-11,0.9774660468101501,7.59364099378601e-11,1.000041282604797,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020163752,5,0.4,0.6,0.5,0.5,64,64,0,yes,0.028571292757987976,5.701675026212327e-13,0.028571542352437973,6.653647766216228e-14,0.9999912642290388,0.9999930262565613,0.757599949836731,4.0089745412252853e-10,0.757606565952301,4.702411376955595e-11,0.9999912670825896,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020174848,5,0.4,0.6,0.5,0.5,64,64,0,yes,0.028598377481102943,1.2481869704483728e-10,0.028539424762129784,1.5226396532508346e-10,1.0020656589775203,1.001905083656311,1.0773863792419434,1.7713921351969475e-07,1.0751655101776123,2.1611046463476669e-07,1.0020656066840947,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020175017,5,0.4,0.6,0.5,0.5,64,64,0,yes,0.02856758050620556,1.3838229173668282e-10,0.02857370674610138,1.7892857334667056e-11,0.9997855986991727,0.9997669458389282,1.009234070777893,1.7270527052914986e-07,1.0094501972198486,2.232806473045912e-08,0.9997858968748029,1.25,0.8333333333333334,1.5,0.6666666666666667
21092020182522,5,0.3,0.7,0.5,0.5,64,64,0,yes,0.06826985627412796,1.013683913697605e-06,0.028845587745308876,1.2910598812254648e-08,2.366734797602819,2.3269171714782715,1.0373085737228394,0.0002340240025660023,0.43828678131103516,2.980534873131546e-06,2.36673479090555,1.6666666666666667,0.7142857142857143,2.3333333333333335,0.42857142857142855
21092020182749,5,0.3,0.7,0.5,0.5,64,64,0,yes,0.07637763023376465,0.00012600660556927323,0.03863198310136795,1.9870876712957397e-05,1.977056938375502,2.336000680923462,1.3111575841903687,0.03713390603661537,0.6631865501403809,0.005855913273990154,1.9770569591811349,1.6666666666666667,0.7142857142857143,2.3333333333333335,0.42857142857142855
21092020183214,5,0.3,0.7,0.5,0.5,512,64,0,yes,0.011823037639260292,4.0139652712767315e-10,0.011745564639568329,1.6202700292566874e-10,1.006595936599844,1.0070538520812988,0.7353605628013611,1.5527673440374201e-06,0.7305419445037842,6.268023753364105e-07,1.0065959502172732,1.6666666666666667,0.7142857142857143,2.3333333333333335,0.42857142857142855
21092020183414,5,0.3,0.7,0.5,0.5,512,64,0,yes,0.021193958818912506,2.0797465367650148e-06,0.009905416518449783,3.795043141963106e-07,2.1396332783620693,2.0539746284484863,0.8922958970069885,0.0036864120047539473,0.4170321524143219,0.000672682945150882,2.1396333396387424,1.6666666666666667,0.7142857142857143,2.3333333333333335,0.42857142857142855
21092020184356,5,0.3,0.7,0.5,0.5,512,64,0,yes,0.020079104229807854,4.425004135555355e-06,0.008680333383381367,5.115902581565024e-07,2.3131720111406793,2.2784008979797363,0.7952120304107666,0.006940504536032677,0.34377557039260864,0.0008024152484722435,2.313172019473621,1.6666666666666667,0.7142857142857143,2.3333333333333335,0.42857142857142855
21092020185037,5,0.2,0.8,0.5,0.5,512,64,0,yes,0.006967212539166212,2.4897733510442777e-06,0.001614200882613659,5.077960807398085e-08,4.316199188223178,4.393436908721924,1.2324305772781372,0.07790524512529373,0.2855360507965088,0.0015888985944911838,4.316199561632398,2.5,0.625,4.0,0.25
21092020185424,5,0.2,0.8,0.5,0.5,512,64,0,yes,0.006470871157944202,2.1308237592165824e-06,0.0016286108875647187,2.6518533147168455e-08,3.973245670499092,3.9256770610809326,2.6739935874938965,0.36386698484420776,0.6729997992515564,0.004528398625552654,3.973245743115595,2.5,0.625,4.0,0.25
21092020190022,6,0.2,0.8,0.5,0.5,64,64,4,yes,0.18636535108089447,3.410405042814091e-05,0.07840865105390549,2.2895696019986644e-05,2.3768467965705646,2.7045950889587402,0.916915774345398,0.0008255309658125043,0.385769784450531,0.0005542202270589769,2.376847050505528,2.5,0.625,4.0,0.25
